s/w_ratio,snippets,words,volid,date,author,title
0.012725344644750796,24,1886,mdp.39015071573615,1921,"Van Meter, Anna R.",First reader
0.010162920028197697,519,51068,00010856,1947,"Lambert, Janet",Practically perfect
0.009838493546794556,558,56716,00010671,1942,"Lambert, Janet",Dreams of glory
0.00955062771324651,407,42615,00010716,1943,"Lambert, Janet",Glory be!
0.008831299534532646,351,39745,uc2.ark:/13960/t6n010m4q,1916,"Richardson, Anna Steese.",Adventures in thrift
0.008384547848990342,573,68340,00010642,1941,"Lambert, Janet",Star spangled summer
0.0050890776516575205,677,133030,00010859,1947,"MacInnes, Helen",Friends and lovers
0.004615335306246728,432,93601,mdp.39015059377898,1919,"Hergesheimer, Joseph,",The three black Pennys;
0.004459826717149428,192,43051,njp.32101068601622,1908,"Henry, O.,",The gentle grafter
0.004430124848973017,11,2483,uc2.ark:/13960/t0000305f,1908,"Ryder, Robert O.",The young lady across the way
0.004204376977716802,190,45191,uc1.31158006737539,1908,"Reddall, Henry Frederic,",Wit and humor of business;
0.0038586411463733873,227,58829,nyp.33433074854591,1908,"Fox-Davies, Arthur Charles,",The finances of Sir John Kynnersley
0.003202303308067454,109,34038,uc2.ark:/13960/t4qj78t14,1911,"Thayer, John Adams,",Getting on;
0.0030819354554660326,70,22713,00010227,1924,"Rosenbach, A. S. W.",The unpublishable memoirs
0.0029435150922046548,385,130796,00010901,1948,"Kersh, Gerald",The song of the flea
0.002863024394860753,121,42263,uc2.ark:/13960/t0wp9tw6n,1900,"Alger, Horatio,","Phil, the fiddler;"
0.0027986238613879034,157,56099,00010943,1949,"Lasswell, Mary",One on the house
0.0027065125458133636,48,17735,uc2.ark:/13960/t7vm44x4w,1914,"Hobart, George V.",You should worry says John Henry
0.002584014286487364,191,73916,uc2.ark:/13960/t0rr1qg7x,1910,"Henry, O.,",Strictly business
0.00253613999492772,600,236580,coo.31924052662461,1901,"Balzac, Honoré de,",The works of Honoré de Balzac
0.002504880833977972,68,27147,nyp.33433074816574,1903,"Ade, George,",People you know
0.0024491333835719668,13,5308,nyp.33433074814975,1915,"White, J. J.",Funabout Fords
0.002389328466627445,199,83287,nyp.33433076060726,1905,"Pattee, Fred Lewis,",The house of the black ring
0.0023336150821359008,127,54422,nyp.33433074854849,1918,"Elder, Orville,",Mickey Peck
0.0023134055765250214,114,49278,00010411,1933,"Keeler, Harry Stephen",The Washington square enigma
0.0022957003655928116,454,197761,uc1.b3018347,1900,"Balzac, Honoré de,",Honoré de Balzac in twenty-five volumes;
0.0022492704107053884,158,70245,00010530,1937,"Sinclair, Upton",The flivver king
0.0022005303842464593,117,53169,uc2.ark:/13960/t2f766j16,1906,"Henry, O.,",The four million
0.002182904411764706,38,17408,nyp.33433067359236,1910,"Secretan, J. H. E.",Out west
0.002163981726376533,261,120611,uc2.ark:/13960/t1mg7hk0z,1900,"Balzac, Honoré de,",Honoré de Balzac in twenty-five volumes;
0.0021392073931007505,175,81806,00010248,1925,"Yezierska, Anzia",Bread givers
0.0021348946614849662,167,78224,yale.39002053503117,1914,"Callison, John James,","Bill Jones of Paradise Valley, Oklahoma;"
0.0021055140632448752,106,50344,00010276,1927,"Tully, Jim",Circus parade
0.0020890170706991972,134,64145,mdp.39015002708439,1909,"Henry, O.,",Options
0.0020396973352341265,93,45595,nyp.33433082520556,1907,"Chapman, Allen.","Bound to succeed, or, Mail order Frank's chances"
0.0020224305938591654,11,5439,nyp.33433043795131,1903,"Voorhies, Frank C.",Mrs. McPiggs' of the Very Old Scratch
0.002019543973941368,62,30700,loc.ark:/13960/t8mc9783q,1921,"Harmon, Jacob Crismon,",Crazy--the kid;
0.001955426979534983,73,37332,coo.31924013231265,1912,"Thurston, E. Temple",Thirteen
0.0019167997777623446,138,71995,00010366,1931,"Tully, Jim",Blood on the moon
0.001914782750632506,305,159287,00010727,1943,"Smith, Betty",A tree grows in Brooklyn
0.0018672844842491096,54,28919,njp.32101064793274,1907,"Muri, Halsten,",Reminiscences of Halsten Muri
0.0018545674113689295,86,46372,00010297,1928,"Tully, Jim",Shanty Irish
0.001851566116340071,132,71291,00010553,1938,"Mitchell, Joseph",My ears are bent
0.001844095461367181,188,101947,00010921,1948,"West, Dorothy",The living is easy
0.0018341381872213967,79,43072,mdp.39015061028943,1904,"Field, Eugene,",The writings in prose and verse of Eugene Field
0.001791359325605901,102,56940,nyp.33433082361878,1918,"Kelland, Clarence Budington,","Mark Tidd, manufacturer"
0.0017561239193083574,156,88832,00010335,1930,"Keeler, Harry Stephen",The fourth king
0.0017556179775280898,130,74048,00010693,1942,"Thompson, Jim",Now and on earth
0.001740813594685805,554,318242,00010384,1932,"Keeler, Harry Stephen",The box from Japan
0.0017384327360256753,104,59824,00010444,1934,"Johnson, Josephine Winslow",Now in November
0.001734557236919704,250,144129,uc2.ark:/13960/t2w37p12s,1901,"Serao, Matilde,",The land of Cockayne
0.0017167498006137043,254,147954,00010564,1938,"Stuart, Jesse",Beyond dark hills
0.0016978757037889951,174,102481,00010334,1930,"Keeler, Harry Stephen",The amazing web
0.001677714553880448,143,85235,nyp.33433082338231,1912,"Brown, Frederic Kenyon,",Through the school;
0.001671644033733401,89,53241,uva.x004198278,1920,"Davis, Richard Harding,","Van Bibber, and others"
0.0016493814819442708,66,40015,00010949,1949,"McCarthy, Mary",The oasis
0.0016353733304138385,239,146144,uc1.$b703836,1900,"Gaboriau, Emile,",Other people's money;
0.0016352544078492212,78,47699,00010281,1927,"Yezierska, Anzia",Arrogant beggar
0.0016262566528681254,121,74404,nyp.33433074810056,1911,"Dickson, Harris,",Old Reliable
0.0015703436735744626,61,38845,mdp.39015033955454,1923,"Shepherd, Charles Reginald,",The ways of Ah Sin
0.0015520698843501908,113,72806,00010689,1942,"Rice, Craig",The Sunday Pigeon murders
0.0015514052151083,104,67036,00010719,1943,"Malvern, Gladys",Valiant minstrel
0.0015507632662951295,128,82540,00010490,1936,"Gellhorn, Martha",The trouble I've seen
0.0015409507666230063,40,25958,uc2.ark:/13960/t18k77b3w,1917,"Evans, Caradoc,",Capel Sion
0.001529880175223543,161,105237,00010632,1941,"Cain, James M.",Mildred Pierce
0.0015185660858959137,376,247602,uc1.b4097964,1912,"Dreiser, Theodore,",The financier;
0.0015156025873501312,56,36949,uva.x002078528,1902,"Pyle, Howard,","Some merry adventures of Robin Hood, of great renown in Nottinghamshire"
0.001502509510565519,47,31281,mdp.39015073446109,1907,"Fay, Edward Francis.",Unsentimental journeys
0.0014921048819353903,103,69030,uc2.ark:/13960/t48p5ww2j,1909,"Moffett, Cleveland,",The battle
0.0014475221522586516,140,96717,00010272,1927,"Keeler, Harry Stephen",Find the clock
0.0014335511325053946,95,66269,00010494,1936,"Latimer, Jonathan",Murder in the madhouse
0.001415555380795632,126,89011,00010831,1946,"Thompson, Jim",Heed the thunder
0.001412940586892366,203,143672,00010629,1941,"Bell, Thomas",Out of this furnace
0.001407225463105107,55,39084,mdp.39015063759750,1905,"Stuart, Ruth McEnery,",The second wooing of Salina Sue
0.0014033146907586093,137,97626,00010623,1940,"Ross, James",They don't dance much
0.001400809620475563,118,84237,mdp.39015016781281,1918,"Jordan, Elizabeth Garver,",The wings of youth;
0.00138843515191114,102,73464,00010773,1945,"Gardner, Erle Stanley",The case of the golddigger's purse
0.0013863404689092762,34,24525,00010952,1949,"Nathan, Robert",Long after summer
0.0013859140733274537,88,63496,mdp.39015035528630,1917,"Lefevre, Edwin,",To the last penny
0.0013546158535208725,60,44293,mdp.39015030007804,1904,"Maartens, Maarten,",My poor relations;
0.001350755320321976,147,108828,00010717,1943,"Lewis, Sinclair",Gideon Planish
0.0013340321120586974,56,41978,00010382,1932,"Hemingway, Ernest",Men without women
0.0013169743358847365,117,88840,nyp.33433075762009,1907,"Meade, L. T.,",Three girls from school
0.0013006607356537121,75,57663,nyp.33433074878996,1912,"Lucas, E. V.",London Lavender;
0.0012976033659044886,66,50863,uc2.ark:/13960/t3xs5m71w,1910,"Lyle, Eugene P.",Blaze Derringer
0.0012877240204099416,133,103283,wu.89056698715,1913,"Gaboriau, Emile,",Caught in the net
0.0012872637361236792,202,156922,00010354,1931,"Hurst, Fannie",Back street
0.0012869598790257713,200,155405,njp.32101054938350,1917,<blank>,The Harvard classics shelf of fiction
0.001284956661916221,55,42803,uc2.ark:/13960/t5r787s2m,1916,"Turner, Ethel,",John of Daunt
0.0012514757969303424,371,296450,00010522,1937,"Levin, Meyer",The old bunch
0.0012513494945529493,51,40756,00010264,1926,"Tully, Jim",Jarnegan
0.0012430748453829744,81,65161,mdp.39015063512878,1902,"Doyle, Arthur Conan,","A duet, with an occasional chorus"
0.0012423406540186563,59,47491,nyp.33433074845953,1918,"Daviess, Maria Thompson.",The golden bird
0.0012328004453988706,93,75438,nyp.33433075731657,1909,"Emerson, Willis George,",The builders
0.0012320328542094457,42,34090,mdp.39015064812764,1901,"Binstead, Arthur M.",Gal's gossip
0.001229608984342979,75,60995,00010374,1932,"Caldwell, Erskine",Tobacco road
0.0012214122971163708,156,127721,00010238,1925,"Dos Passos, John",Manhattan transfer
0.0012128238964446716,159,131099,00010847,1947,"Dreiser, Theodore",The stoic
0.001207831240695486,43,35601,00010430,1934,"Cain, James M.",The postman always rings twice
0.0012077855716077484,52,43054,00010218,1924,"D'Angelo, Pascal",Son of Italy
0.0012046422800058763,41,34035,nyp.33433075765978,1901,"Pemberton, Max,","Love, the harvester;"
0.0011855167523488743,107,90256,00010479,1935,"O'Hara, John",Butterfield 8
0.0011773623856910149,73,62003,nyp.33433076089709,1912,"Glaspell, Susan,",Lifted masks;
0.001170032081524816,62,52990,00010481,1935,"Tully, Jim",Ladies in the parlor
0.001166623949375591,132,113147,00010594,1940,"Bristow, Gwen",This side of glory
0.0011652696672360598,88,75519,00010589,1939,"Stout, Rex",Some buried Caesar
0.0011648290815149697,101,86708,uc2.ark:/13960/t3pv6jc9m,1902,"Becke, Louis,","Breachley, black sheep"
0.001162176439513999,77,66255,wu.89001937622,1913,"Barrie, J. M.",The works of J. M. Barrie
0.0011617822721843142,71,61113,00010535,1937,"Tully, Jim",The bruiser
0.0011600154668728916,87,74999,uc1.b4719406,1913,"Henry, O.,",[Collected works]
0.001158453233242974,50,43161,00010701,1943,"Caldwell, Erskine",Georgia boy
0.0011564035848511131,64,55344,uc2.ark:/13960/t4qj78k3z,1921,"Duvernois, Henri,",The holidays;
0.001156121778160633,102,88226,coo.31924013641943,1912,"Lowndes, Marie Belloc,",The chink in the armour
0.0011533296468915397,73,63295,uc2.ark:/13960/t7zk57g0b,1917,"Adams, Samuel Hopkins,",Our square and the people in it
0.001152609172538157,62,53791,00010361,1931,"Schuyler, George S.",Black no more
0.001146712138022443,154,134297,uc2.ark:/13960/t2c82dr60,1908,"Butler, Samuel,",The way of all flesh
0.0011368597206053552,125,109952,00010303,1929,"Faulkner, William",The sound and the fury
0.0011332405325338187,127,112068,00010536,1937,"Weidman, Jerome",I can get it for you wholesale
0.0011263375258119017,72,63924,uc2.ark:/13960/t8kd1tj3b,1900,"Baring-Gould, S.",In a quiet village
0.0011256507668495849,96,85284,nyp.33433074969001,1911,"Oppenheim, E. Phillips",Havoc
0.0011221383173443953,122,108721,00010309,1929,"Keeler, Harry Stephen",The spectacles of Mr. Cagliostro
0.0011189929063842542,112,100090,00010709,1943,"Fast, Howard",Citizen Tom Paine
0.0011145084064729475,152,136383,uc1.b3561878,1923,"Garland, Hamlin,",A son of the middle border
0.0011075477553901673,182,164327,mdp.39015006573854,1921,"Norris, Charles Gilman,",Brass;
0.0010983786619452778,67,60999,00010547,1938,"Fante, John",Wait until spring: Bandini
0.0010981809164496874,124,112914,00010924,1948,"Wouk, Herman",The city boy
0.0010955999293161336,93,84885,uc2.ark:/13960/t27942m8w,1909,"Williamson, A. M.",The silent battle
0.001095364082169158,65,59341,00010262,1926,"Rinehart, Mary Roberts",Tish plays the game
0.0010931007374686483,146,133565,00010326,1930,"Dos Passos, John",The 42nd parallel
0.0010885037260319852,52,47772,00010804,1946,"Cain, James M.",Past all dishonor
0.001086613621227523,62,57058,wu.89006957963,1920,"Henry, O.,",Sixes and sevens
0.0010780160193180472,100,92763,00010221,1924,"Ferber, Edna",So big
0.0010758279392515824,60,55771,00010519,1937,"Hemingway, Ernest",To have and have not
0.00106697508491004,131,122777,00010683,1942,"Paul, Elliot",The last time I saw Paris
0.0010616524565762256,97,91367,nyp.33433075746994,1900,"Shaw, Bernard,",An unsocial socialist
0.0010578357793465916,95,89806,00010471,1935,"Faulkner, William",Pylon
0.0010514493273113962,88,83694,mdp.39076005029983,1900,"Trollope, Anthony,",The writings of Anthony Trollope
0.0010512895072360034,47,44707,uc2.ark:/13960/t6c24v088,1903,"Lessing, Bruno,",Children of men
0.0010454375234053178,67,64088,uc1.b4089210,1918,"Henry, O.,",Sixes and sevens
0.0010422353466673284,21,20149,mdp.39076002198799,1903,"Johnston, Annie F.","Flip's ""Islands of Providence"""
0.0010396554284865587,77,74063,uc2.ark:/13960/t2j679f2j,1909,"Osbourne, Lloyd,",Infatuation
0.0010386396031070793,94,90503,00010292,1928,"Keeler, Harry Stephen",Sing Sing nights
0.0010286971019119577,58,56382,nyp.33433043249279,1910,"Mathewson, Christy,",Won in the ninth
0.001027190332326284,136,132400,00010540,1938,"Bristow, Gwen",The handsome road
0.0010242622111260482,64,62484,uva.x001533867,1901,"Jacobs, W. W.",Light freights
0.0010229132569558102,125,122200,uc1.b3332891,1910,"Henty, G. A.",Col. Thorndyke's secret
0.0010219322380316013,169,165373,00010731,1944,"Adams, Samuel Hopkins",Canal town
0.0010217759124568767,93,91018,00010291,1928,"Kantor, MacKinlay",Diversey
0.0010208975676601576,149,145950,00010605,1940,"Faulkner, William",The hamlet
0.0010159259178050154,139,136821,mdp.39015065597208,1923,"Trollope, Anthony,",The Eustace diamonds
0.001010694990628101,55,54418,nyp.33433074926571,1904,"Bennett, Arnold,",Teresa of Watling street
0.0010010204577481899,103,102895,nyp.33433076023880,1914,"Norton, Roy,",The boomers
0.0009942484614319696,79,79457,uc2.ark:/13960/t26971c28,1913,"Holmes, Richard S.",Bradford Horton: Man
0.0009937723598780973,90,90564,00010910,1948,"Paton, Alan","Cry, the beloved country"
0.0009905707693850937,79,79752,uc2.ark:/13960/t05x26w11,1915,"Birmingham, George A.,",Minnie's bishop
0.0009854034304638145,219,222244,00010275,1927,"Sinclair, Upton",Oil!
0.0009853603603603603,63,63936,00010480,1935,"Steinbeck, John",Tortilla flat
0.000981180414548725,72,73381,00010710,1943,"Gardner, Erle Stanley",The case of the substitute face
0.0009808895653644512,87,88695,00010454,1934,"Roberts, Kenneth Lewis",Captain Caution
0.0009805153991200503,39,39775,00010706,1943,"Davis, Norbert",Sally's in the alley
0.000974342318934719,96,98528,00010742,1944,"Fast, Howard",Freedom road
0.0009687481835971558,50,51613,00010219,1924,"Dobie, J. Frank",Legends of Texas
0.0009648190614687623,69,71516,00010933,1949,"Burnett, W. R.",The asphalt jungle
0.0009642980140052807,84,87110,00010500,1936,"Palmer, Stuart",The puzzle of the red stallion
0.00096411355115158,36,37340,uc2.ark:/13960/t9s17w893,1909,"Balzac, Honoré de,",Stories
0.0009589377919842636,39,40670,mdp.39015025889802,1923,"Bacheller, Irving,","The Scudders, a story of to-day"
0.0009561354476184873,65,67982,00010236,1925,"Cather, Willa",The professor's house
0.0009523453839259038,102,107104,00010788,1945,"Peeples, Edwin A.  (Edwin Augustus)",Swing low
0.0009515018106937442,67,70415,00010955,1949,"Porter, Katherine Anne",Pale horse: pale rider: three short novels
0.000947597839476926,60,63318,00010711,1943,"Hahn, Emily",Mr Pan
0.0009470269398940135,47,49629,00010465,1935,"Caldwell, Erskine",Journeyman
0.0009470187406130467,128,135161,00010476,1935,"Lewis, Sinclair",It can't happen here
0.0009462016761286835,7,7398,uc1.b4104710,1908,"Brady, John,",Mrs. Featherweight's musical moments
0.0009460837389229362,90,95129,uva.x030758872,1910,"Harben, Will N.",Abner Daniel
0.0009444418426762828,121,128118,nyp.33433074787643,1922,"Lincoln, Joseph Crosby,",Fair Harbor
0.0009437347318957763,192,203447,00010586,1939,"Steinbeck, John",The grapes of wrath
0.0009403437815975733,93,98900,uc2.ark:/13960/t7wm15553,1915,"Miller, George Ernest,",Colonel Berry's challenge;
0.0009385780542478146,188,200303,00010616,1940,"Levin, Meyer",Citizens
0.0009327209052672333,53,56823,nyp.33433076049661,1901,"Presbrey, Eugene W.",New England folks
0.0009308820107051431,24,25782,umn.31951002121136c,1903,"Bell, Lilian,",The interference of Patricia
0.0009293113954905545,61,65640,nyp.33433074815105,1913,"Brown, Bob,",What happened to Mary
0.0009271062695561478,16,17258,loc.ark:/13960/t4gm93c01,1905,"Read, Opie Percival,",Opie Read in the Ozarks
0.000926168632590651,106,114450,uc2.ark:/13960/t58c9tz3s,1917,"Barrie, J. M.",Sentimental Tommy
0.0009245451834178348,62,67060,00010287,1928,"Garrett, Garet",The American omen
0.0009209718445750373,84,91208,mdp.39015063945458,1915,"Parker, Gilbert,",The money master;
0.0009203260583749671,49,53242,mdp.39015063546231,1913,"Davis, Richard Harding,",The Red cross girl
0.0009132125743999656,85,93078,mdp.39015011727131,1906,"Balzac, Honoré de,",The wild ass's skin
0.0009124801209687932,70,76714,nyp.33433074869326,1901,"Hyne, C. J. Cutcliffe,",The derelict
0.0009121439529002032,44,48238,nyp.33433074876149,1920,"McKean, George Burdon,",Making good;
0.0009099920375696713,112,123078,00010617,1940,"McCullers, Carson",The heart is a lonely hunter
0.0009094496971360915,53,58277,00010743,1944,"Gardner, Erle Stanley",Give 'em the ax
0.0009087178284575248,155,170570,nyp.33433067319230,1900,"Gaboriau, Emile,",[Collected works]
0.0009078928100746815,31,34145,00010242,1925,"Heyward, DuBose",Porgy
0.0009035344140313579,17,18815,uc1.b3332167,1903,"Field, Isobel,",Memories of Vailima
0.0009011328527291452,28,31072,00010775,1945,"Henry, Marguerite",Justin Morgan had a horse
0.0009008368300026077,38,42183,nyp.33433081853008,1915,"Davis, Richard Harding,","""Somewhere in France,"""
0.000895349956676615,93,103870,uc2.ark:/13960/t1wd3qz2m,1903,"Lewis, Alfred Henry,","The boss, and how he came to rule New York"
0.0008839127872716559,39,44122,nyp.33433074797451,1915,"Younge, Leigh,",Golden grain
0.0008795590477307377,45,51162,uc2.ark:/13960/t0ms3mk3z,1905,"Gunter, Archibald Clavering,",A prince in the garret
0.0008794549087245342,103,117118,uc1.b3710927,1923,"Masters, Edgar Lee,",The nuptial flight
0.0008793724351637308,63,71642,00010954,1949,"Palmer, Stuart",Four lost ladies
0.0008782325305794218,83,94508,00010841,1947,"Cain, James M.",Career in C major
0.0008770147274302399,82,93499,nyp.33433074964697,1921,"O'Donovan, Gerald,",Conquest
0.00087499443859467,59,67429,00010461,1934,"Wilder, Thornton",Heaven's my destination
0.000874524246492665,71,81187,00010585,1939,"Rawson, Clayton",The footprints on the ceiling
0.0008740803945848639,84,96101,00010755,1944,"Powell, Dawn",My home is far away
0.0008694796246472865,53,60956,uc2.ark:/13960/t0vq2xx4r,1914,"Saki,",Beasts & super-beasts
0.0008665619311239121,139,160404,00010913,1948,"Robbins, Harold",Never love a stranger
0.000861635671716809,36,41781,uc2.ark:/13960/t3mw2f43j,1901,"Glyn, Elinor,",The letters of her mother to Elizabeth
0.000861032589271209,53,61554,00010896,1948,"Godey, John",The blue hour
0.0008573061535530577,54,62988,00010851,1947,"Gardner, Erle Stanley",The case of the baited hook
0.0008569959435525339,60,70012,nyp.33433074854740,1921,"Fraser, William Alexander,",Red Meekins
0.000855402723602272,125,146130,00010925,1949,"Algren, Nelson",The man with the golden arm
0.0008537592949600661,31,36310,nyp.33433074822937,1910,"Barbour, Ralph Henry,",The golden heart
0.0008501129435767895,70,82342,mdp.39015031307948,1918,"Train, Arthur,",Mortmain
0.0008499674621830883,64,75297,nyp.33433076094998,1914,"Kummer, Frederic Arnold,",A lost paradise
0.000849339154535024,57,67111,00010513,1937,"Brand, Millen",The outward room
0.0008466244264802272,31,36616,00010531,1937,"Steinbeck, John",Of mice and men
0.0008460668086971591,83,98101,00010579,1939,"Faulkner, William",The wild palms
0.0008454734651404787,13,15376,nc01.ark:/13960/t9863kt0r,1903,"Jackson, Gabrielle E.",A blue grass beauty
0.000844482324515791,108,127889,00010887,1948,"Cain, James M.",The moth
0.00084429172548717,186,220303,00010323,1929,"Wolfe, Thomas",Look homeward: angel
0.000841902700102231,98,116403,00010662,1942,"Faulkner, William (1897-1962).  Auteur",Go Down Moses
0.0008418711778254308,53,62955,00010625,1940,"Stout, Rex",Bad for business
0.0008370614220196393,119,142164,nyp.33433076088065,1911,"Harrison, Henry Sydnor,",Queed
0.0008362312485340459,82,98059,uc2.ark:/13960/t70v8j761,1910,"Bindloss, Harold,",Thurston of Orchard Valley
0.0008335737873104421,52,62382,00010550,1938,"Latimer, Jonathan",The dead don't care
0.0008331790409183484,9,10802,mdp.39015006606860,1904,"King, William Harvey,",Medical union number six
0.0008308605341246291,35,42125,nyp.33433075751770,1912,"Stephens, James,","Mary, Mary"
0.0008204639591356016,62,75567,yale.39002073576630,1922,"Coster, Charles de,",The legend of Ulenspiegel and Lamme Goedzak
0.0008200048380285444,200,243901,uc2.ark:/13960/t1wd3rg8n,1901,"Balzac, Honoré de,",The Magic skin. The Quest of the absolute
0.0008175477047783054,47,57489,mdp.39015048903515,1915,"Marshall, Archibald,",Upsidonia
0.0008132500247942081,41,50415,uc2.ark:/13960/t2b85bw8r,1906,"Shafer, Sara Andrew,",The day before yesterday
0.0008131183087139179,12,14758,nyp.33433074873732,1902,"Kipling, Rudyard,",Without benefit of clergy
0.0008128750681942171,149,183300,00010957,1949,"Robbins, Harold",The dream merchants
0.0008124301817812532,40,49235,00010447,1934,"North, Sterling",Plowing on Sunday
0.0008094858054953825,71,87710,mdp.39015023179024,1910,"Lincoln, Joseph Crosby,",The depot master
0.0008090614886731392,100,123600,uc2.ark:/13960/t0vq2t643,1912,"Kauffman, Reginald Wright,",The house of bondage
0.000808394496514299,101,124939,uc2.ark:/13960/t9d50hv9g,1906,"Bindloss, Harold,",Alton of Somasco;
0.0008014733467480645,94,117284,uc2.ark:/13960/t0ft8h93t,1901,"Thackeray, William Makepeace,",Complete works
0.0008008237043816497,63,78669,00010333,1930,"Hughes, Langston",Not without laughter
0.0008007634676348958,73,91163,00010442,1934,"Hill, Grace Livingston",The Christmas bride
0.0007978919560421877,119,149143,nyp.33433076092430,1915,"Howard, George Fitzalan Bronson,",God's man;
0.000797668354042031,52,65190,00010311,1929,"La Farge, Oliver",Laughing Boy
0.0007960257676489232,54,67837,00010890,1948,"Charteris, Leslie",Saint errant
0.0007940488131059847,38,47856,uc1.b3561862,1908,"Davis, Richard Harding,",Gallegher and other stories
0.0007923093175575745,15,18932,uc2.ark:/13960/t6c24rx9m,1909,"Burr, Jane,",Letters of a Dakota divorcee
0.0007915071285110761,80,101073,mdp.39015030755410,1920,"Johnston, Harry,",Mrs. Warren's daughter;
0.000789358969827637,67,84879,uc2.ark:/13960/t6qz25r09,1913,"Bindloss, Harold,",His lady's pleasure
0.0007885126162018592,38,48192,nyp.33433074798533,1913,"Douglas, Charles Noel,",Uncle Charlie's story book
0.0007862407862407862,8,10175,uc2.ark:/13960/t2x34nr2z,1907,"Butler, Ellis Parker,",The confessions of a daddy
0.0007860605266605528,24,30532,loc.ark:/13960/t4jm3468d,1916,"Lindsay, Vachel,","A handy guide for beggars, especially those of the poetic fraternity"
0.0007827175954915466,30,38328,uc2.ark:/13960/t24b31h85,1909,"Futrelle, Jacques,",Elusive Isabel
0.0007815732609994943,85,108755,uc2.ark:/13960/t2c825v7x,1916,"Vachell, Horace Annesley,",The triumph of Tim
0.0007810655186819974,86,110106,nc01.ark:/13960/t4th9mj30,1911,"Seton, Ernest Thompson,",Two little savages
0.0007798622243403666,36,46162,00010821,1946,"Merwin, Sam",A matter of policy
0.0007786525602837755,63,80909,00010508,1936,"Stout, Rex",The rubber band
0.000778421433743664,43,55240,00010305,1929,"Gissing, George",Eve's Ransom
0.0007719689496933568,18,23317,nyp.33433074804018,1905,"Taylor, Bert Leston,",Monsieur d'En Brochette;
0.0007718624833110815,74,95872,uc2.ark:/13960/t1td9zt9r,1913,"Becke, Louis,",By reef and palm and The ebbing of the tide
0.0007700316262989373,196,254535,00010728,1943,"Stegner, Wallace",The Big Rock Candy mountain
0.0007692544385981107,50,64998,nyp.33433076045438,1914,"Morris, Gouverneur,",The incandescent lily
0.0007623271769638587,66,86577,00010635,1941,"Derleth, August",Village year
0.0007613005551149881,24,31525,00010498,1936,"Nathan, Robert",The enchanted voyage
0.0007607896738920194,59,77551,00010533,1937,"Stout, Rex",The red box
0.0007595084617032464,39,51349,00010794,1945,"Steinbeck, John",Cannery row
0.0007585989971691306,41,54047,00010397,1933,"Brand, Max",The man from Mustang
0.000757849151930711,21,27710,loc.ark:/13960/t9q24h56b,1910,"Thurston, E. Temple",The patchwork papers
0.0007570939705036189,50,66042,00010919,1948,"Stout, Rex",And be a villain
0.0007549810334033072,41,54306,00010222,1924,"Garrett, Garet",Satan's bushel
0.0007548594074353652,60,79485,mdp.39015063919024,1918,"Birmingham, George A.,",The search party
0.0007528194183556377,103,136819,00010504,1936,"Schulberg, Budd",The Disenchanted
0.0007511288271294075,88,117157,nyp.33433074861497,1921,"Hutchinson, A. S. M.",If winter comes
0.0007496965513958635,63,84034,00010448,1934,"O'Hara, John",Appointment in Samarra
0.0007476946082911024,72,96296,nyp.33433074878764,1916,"Lowndes, Marie Belloc,",Good old Anna
0.0007448471231806193,61,81896,mdp.39015062994614,1915,"Mabie, Hamilton Wright,",Stories new and old;
0.0007390436774813391,20,27062,00010209,1923,"Bacheller, Irving",The prodigal village
0.0007359349278590104,38,51635,00010396,1933,"Brand, Max",The false rider
0.0007354866054176692,59,80219,uc2.ark:/13960/t5p845340,1903,"Stockton, Frank R.,",A jolly fellowship
0.0007288004801509045,68,93304,00010450,1934,"Paterson, Isabel",The golden vanity
0.000727247541210694,63,86628,coo.31924088381979,1904,"Flaubert, Gustave,",[Works]
0.0007259528130671506,24,33060,00010584,1939,"Nathan, Robert",Portrait of Jennie
0.0007251063162639388,37,51027,00010428,1934,"Baldwin, Faith",Innocent bystander
0.0007231864708500223,130,179760,00010487,1936,"Dos Passos, John",The big money
0.0007224146462147451,73,101050,00010815,1946,"Gresham, William Lindsay",Nightmare alley
0.000721240533717995,74,102601,uc2.ark:/13960/t0cv4cp58,1912,"Hough, Emerson,",John Rawn
0.0007195482488385553,46,63929,00010792,1945,"Rogers, Joel Townsley",The red right hand
0.0007189216175736395,108,150225,nyp.33433067295984,1900,"Marryat, Frederick,",Works of Captain Marryat
0.000716542357424356,22,30703,mdp.39015033908990,1910,"Cuthbertson, David.","Thirty-three years' adventures in bookland, including walks in the humorous avenues of library life;"
0.000716527291526838,79,110254,nyp.33433074968102,1911,"Dixon, Thomas,",The root of evil;
0.0007159904534606205,45,62850,uc1.$b358726,1903,"Boothby, Guy Newell,",Connie Burt
0.0007150652967520981,76,106284,00010257,1926,"Ferber, Edna",Show boat
0.0007128349347707211,219,307224,00010240,1925,"Dreiser, Theodore",The Genius
0.0007115781983387386,52,73077,nyp.33433082170451,1921,"Armstrong, Harold H.",Zell
0.0007097748739694615,78,109894,00010346,1931,"Faulkner, William",Three famous short novels
0.0007097058391659733,58,81724,nyp.33433074879325,1908,"Locke, William John,",The belovéd vagabond
0.0007096728408203818,60,84546,nyp.33433075826135,1919,"Guillaumin, Emile,",The life of a simple man
0.0007087172218284905,47,66317,00010934,1949,"Caldwell, Erskine",Place called Estherville
0.0007045423410376343,36,51097,coo.31924064998218,1903,"White, Percy,",Park Lane
