s/w_ratio,snippets,words,volid,date,author,title
0.006333855479125519,279,44049,uc2.ark:/13960/t9377780r,1871,"Alger, Horatio,","Paul the peddler, or, The fortunes of a young street merchant"
0.003834845967020325,60,15646,nyp.33433082419205,1869,<blank>,Chronicles of four little Christmas stockings
0.0034905660377358492,37,10600,nyp.33433082531579,1893,"Ewing, Juliana Horatia Gatty,",Jackanapes
0.0032182997474872505,130,40394,uc2.ark:/13960/t3708092t,1850,"Burdett, Charles,",The Elliott family
0.003215499938557326,157,48826,nyp.33433082173075,1851,"Arthur, T. S.","Lessons in life, for all who will read them"
0.0030050710574093783,96,31946,uc1.b4104557,1859,"Arthur, T. S.","Retiring from business; or, The rich man's error"
0.0029776003248291262,44,14777,njp.32101067707073,1882,"Black, William,",The four MacNicols
0.0027094959184614676,235,86732,mdp.39015012319342,1891,"Goodwin, Charles Carroll,",The Comstock club
0.002698959480095174,304,112636,nyp.33433076067143,1862,"Kimball, Richard B.",Undercurrents of Wall-Street
0.002623706537197783,107,40782,njp.32101067302487,1853,"Arthur, T. S.",The lady at home
0.002622553964091184,78,29742,nyp.33433082546270,1867,<blank>,"The last shilling; or, The selfish child"
0.0025314945193569832,297,117322,uc1.32106019616827,1897,"Balzac, Honoré de,",The comedie humaine
0.002523535367272617,167,66177,njp.32101064632746,1869,"Sikes, Wirt,",One poor girl
0.002474226804123711,60,24250,coo.31924019147143,1873,"Warner, Anna Bartlett,",Miss Tiller's vegetable garden and the money she made by it
0.0023415682062298605,109,46550,njp.32101068971728,1868,"Kimball, Richard B.",Henry Powers (Banker.)
0.002292931621960905,179,78066,nyp.33433082168943,1860,"Adams, William T.",Marrying a beggar;
0.002286444255193098,247,108028,nyp.33433040405551,1896,"Balzac, Honoré de,",A bachelor's establishment =
0.0022688032419628714,159,70081,njp.32101067624328,1895,"Balzac, Honoré de,","Honoré de Balzac, now for the first time completely translated into English"
0.002258830860302995,116,51354,njp.32101038138291,1864,"Warner, Susan,",Carl Krinken
0.0022268041237113404,324,145500,mdp.49015002073592,1896,"Balzac, Honoré de,",La comédie humaine of Honoré de Balzac;
0.002199170124481328,106,48200,wu.89087921417,1851,"Arthur, T. S.","Woman's trials, or, Tales and sketches from the life around us"
0.002130745402782503,119,55849,uc2.ark:/13960/t0ft8p03v,1899,"Stratemeyer, Edward,",To Alaska for gold;
0.002117258236650945,123,58094,uiuo.ark:/13960/t50g4932j,1863,"Russell, William.",Autobiography of an English detective
0.002116940613709226,208,98255,uc2.ark:/13960/t0gt5j20t,1895,"Balzac, Honoré de,","Honoré de Balzac, now for the first time completely translated into English"
0.0021168633066650064,136,64246,uc1.32106007301820,1895,"Balzac, Honoré de,",The edition définitive of the Comédie Humaine
0.002104558281915148,88,41814,uc2.ark:/13960/t38050p3d,1851,"Arthur, T. S.",The two wives
0.002009207549557816,127,63209,uc2.ark:/13960/t9z030b0k,1877,"Castlemon, Harry,",The buried treasure
0.0019630095389994787,64,32603,uc2.ark:/13960/t9m32qs71,1862,<blank>,"Tom Tracy of Brier Hill, or, whose is the victory?"
0.0019580686756769665,82,41878,uiuo.ark:/13960/t0dv26b1b,1870,"Smythies, Harriet Maria Gordon.",Acquitted. A novel
0.0019266964395095276,173,89791,uc1.b4104563,1856,"Arthur, T. S.",Leaves from the book of human life
0.0019140209630867386,63,32915,njp.32101066382878,1884,"Dickens, Charles,","One dinner a week, and travels in the east"
0.001899696048632219,20,10528,uva.x002031229,1867,<blank>,"Little Annie's second book, chiefly in words of one syllable"
0.0018713503032489348,83,44353,njp.32101067627966,1850,"Arthur, T. S.",Golden grains from life's harvest field
0.0018308851382633949,87,47518,wu.89098026982,1872,"Greene,",Filling up the chinks
0.0018182556934766268,179,98446,wu.89099751422,1874,"Head, Richard,",The English rogue
0.001796541657309679,48,26718,nnc1.1002386194,1870,"Spilling, James,","Molly Miggs's trip to the seaside: the adventures and misadventures of a country lass, or, A country woman's first peep at the world"
0.001753826530612245,88,50176,nyp.33433082529573,1864,"Optic, Oliver,",Rich and humble;
0.0017518713170887085,11,6279,wu.89098887540,1852,<blank>,Jessie Carey
0.0017483024780918113,241,137848,uc1.b4102254,1892,"Stevenson, Robert Louis,",The wrecker
0.0017353404092174825,43,24779,nyp.33433082546601,1862,"Knight, Susan G.","Pete, the cunner boy; or, the boy who kept the fifth commandment"
0.0017284756765061746,90,52069,mdp.39015030150554,1890,"Quigg, Lemuel Ely,",Tin-types taken in the streets of New York;
0.0017249527410207939,146,84640,uc1.32106006318320,1895,"Balzac, Honoré de,",The edition définitive of the Comédie Humaine
0.0017238153780367214,387,224502,nyp.33433074959895,1885,"Denison, Thomas S.",An iron crown;
0.0017146384399076382,150,87482,uc2.ark:/13960/t4nk3899g,1898,"Balzac, Honoré de,",Z. Marcas ; The other side of contemporaneous history
0.0016911669051645636,78,46122,nyp.33433082529516,1854,"Abbott, Jacob,",Rollo in Paris
0.001690998252635139,90,53223,uc2.ark:/13960/t11n8145k,1868,"Adams, William Taylor,",Freaks of fortune
0.001665815249983342,75,45023,uiuo.ark:/13960/t6rx9xb52,1857,"Rowcroft, Albert E.",Philip Darrell
0.001654000696885627,375,226723,uc2.ark:/13960/t6vx0fv22,1858,"Mayhew, Augustus,",Paved with gold;
0.0016116447730266945,126,78181,uc2.ark:/13960/t1rf5vg6s,1888,"Arthur, T. S.",Friends and neighbours
0.0016044837628441124,292,181990,uc2.ark:/13960/t57d2sz9n,1887,"Thackeray, William Makepeace,",The history of Samuel Titmarsh
0.001598543549210719,72,45041,uc2.ark:/13960/t9f47ks15,1861,"Adams, William Taylor,",Little by little
0.0015924669390015925,69,43329,inu.30000047614551,1850,"Foster, George G.,",New York by gas-light
0.0015897138515067288,159,100018,uva.x030802449,1859,"Wimble, Moses.",The history of Moses Wimble
0.001549645632506096,68,43881,uc2.ark:/13960/t5q81d957,1869,"Jerrold, Blanchard,",Cent per cent
0.0015359297860669226,98,63805,nyp.33433075812390,1889,"Perry, B. F.","Letters of my father to my mother, beginning with those written during their engagement"
0.0015003750937734434,30,19995,uc2.ark:/13960/t6639m52d,1881,"Weiss, Felix.",Johnny Miller;
0.0014980597419005505,83,55405,uva.x000241492,1873,"Verne, Jules,",Around the world in eighty days
0.0014951287739944053,93,62202,uc2.ark:/13960/t6057fb53,1883,"Optic, Oliver,",All adrift or the goldwing club
0.001466105945445426,76,51838,nyp.33433082286224,1871,"Tuthill, Louisa C.",Get money
0.0014630135661257949,121,82706,uc2.ark:/13960/t0wp9v555,1874,"Douglas, Amanda Minnie,","The old woman who lived in a shoe; or, There's no place like home"
0.0014346645986816596,74,51580,nyp.33433075873335,1896,"Post, Melville Davisson,",Randolph Mason;
0.0014320430480819302,66,46088,nyp.33433075904916,1855,"Reade, Charles,",Christie Johnstone
0.0014268110772423634,66,46257,uiuo.ark:/13960/t09w0qz2r,1865,"Armstrong, F. C.",The naval lieutenant
0.0014245722142159055,86,60369,mdp.39015062319523,1862,"Sala, George Augustus,",The seven sons of Mammon
0.0014243152832950031,109,76528,njp.32101013041064,1887,"Balzac, Honoré de,",Comedy of human life
0.001411385173734794,105,74395,nyp.33433074871777,1869,"Kenealy, Edward Vaughan,",Edward Wortley Montagu
0.0013999066728884741,69,49289,nyp.33433082361944,1898,"Otis, James,",The princess and Joe Potter;
0.0013855213023900243,4,2887,uc2.ark:/13960/t3jw8713c,1857,"Butler, William Allen,",Nothing to wear
0.0013620995792085228,112,82226,uc1.b4102503,1865,<blank>,Joe Miller's jests
0.0013559080123458993,76,56051,uc2.ark:/13960/t6057d92s,1888,"Munsey, Frank Andrew,","The boy broker, or, Among the kings of Wall Street"
0.001354185589483593,82,60553,uc2.ark:/13960/t37084b3d,1873,"About, Edmond,",The man with the broken ear
0.0013535195991430697,151,111561,nyp.33433082173091,1850,"Arthur, T. S.",Illustrated temperance tales
0.0013488389048886297,37,27431,nnc1.1002185059,1872,"Doutney, T. Narcisse,",Marrying a moustache;
