1750	ucm.5323840709	e	0.0	nonmonetary	joyfully received by the governors of every £' it tQwn, who furnished him with necessary
1751	mdp.39015078562298	e	0.0	nonmonetary	Colambi, upah saluting her: My Brother declar £ ing, that as she. vis |bmewhat behind
1752	dul1.ark:/13960/t7sn0xk3n	q	110.0	other	an hundred, or an hundred and ten pounds per * annum; but would be as
1753	mdp.39015078562975	u	0.25	other	pure good company. But I lost a crown; for you mull know I had always
1754	njp.32101037605613	q	20000.0	other	shire election would cost him twenty thousand pounds. This, I presume, he said to give
1755	nnc1.1002346672	q	0.004	gift	give the Girl that called her a Penny, and the rest to her Husband to
1756	nyp.33433075865596	q	25000.0	other	you think you have a hundred thousand Crowns of my Money ? I believe considerably
1758	nyp.33433074911730	e	0.0	nonmonetary	Consider, dear lady, what I have already £ 215 ] ready suffered ! consider what
1759	mdp.39015009239842	e	0.0	nonmonetary	O S C A R I O. 7$ To S Y LV I A. My
1760	uiuo.ark:/13960/t88g98j1p	q	2000.0	rent	in clear Possession of full two thousand Pounds per Annum, and several Sums of ready
1761	mdp.39015078549386	e	0.0	nonmonetary	Sailors vulgarly call it, a Voyage to Guinea. t, ., ', , '* It was
1762	mdp.39015065810544	e	0.0	nonmonetary	i^hole fortune were to be the recorn pence. Amanda eagerly embraced that op portunity, and
1763	uc2.ark:/13960/t5t728v3r	q	1700.0	capital	tint; and now they saw seventeen hundred pounds of their stock depending upon a single
1764	dul1.ark:/13960/t75t4h262	e	0.0	nonmonetary	Ihe answer but, Go to your Singer $ on this I grew a little hot,
1765	mdp.39015078563163	q	200.0	other	there, and told me my two hundred pounds were paid at lafti fo that business
1766	nnc1.1002347725	q	7.35	other	What is your demand on her? Seven guineas — nor will I abate a farthing.
1767	ucm.5320262557	e	0.0	nonmonetary	inquiry into the foundation of Miss Beauclerk's £ intelligence, that if we find — --
1768	mdp.39015023932208	q	20.0	wages	be allowed for my board, " twenty pounds for my pocket ex p?nces, *' and
1769	uc2.ark:/13960/t4rj4h44p	q	300.0	loan	I would fain have borrowed three hundred pounds; but money is fo scarce here, there
1770	hvd.hn4rcd	e	0.0	nonmonetary	In time's dark womb that ripening lie $ O N <SJJ 1 X O T
1771	nyp.33433074930284	q	10.5	other	so was forced to come down ten guineas instead of five, on Vol. III. O
1772	uc2.ark:/13960/t0ht2hd6z	q	20.0	other	his bufi " nels I lost twenty pound, by his farce '* which you persuaded
1773	mdp.39015078549584	u	0.001	debt	this and 'when my son returns, every farthing (hall be paid you. Upon which he
1774	nyp.33433074913603	q	4.25	pocket	me; and I luckily had " four guineas and Ibme silver, and my watch, "
1775	nyp.33433074913660	q	0.125	bribe	this was the promise of half a crown : a bribe too great to be
1776	mdp.39015011399253	e	0.0	nonmonetary	like a man of honour, with his £ i pistol steadily poised in his hand:
1777	njp.32101037021548	q	0.024	pocket	calm enough to talk about happiness without sixpence in his pocket: yet I must own
1778	nyp.33433051570665	q	6250.0	inheritance	Rome, to have five and twenty thousand crowns inheritance; and indeed you see they are
1779	hvd.hn2hd2	e	0.0	nonmonetary	toil and difficulties appear to be [ 20S ] be their portion. When the storm
1780	nyp.33433074911375	q	0.375	price	more for Brus cambillc than three half crowns; owing indeed to the strong fancy which
1781	uc2.ark:/13960/t4jm24s6p	q	5.0	price	named as much as will cofl five pounds. Now to Stella's little poflfcript : and
1782	mdp.39015078575647	q	100.0	other	deliver a bank note of an hundred pounds to JVIn Loveweti, another hundred to huswife,
1783	uc2.ark:/13960/t40r9nf6g	q	2.1	gift	his ring. He put a couple of guineas into the man's hand : " Be
1784	nyp.33433074911359	q	2.1	price	charge. This proportion .generally .amounted to two guineas per head for each dinner and supper,
1785	mdp.39015063560596	e	0.0	nonmonetary	it about her. •> ' .; .Two 2$3 CONSTANCET . Two months she lived in
1786	nyp.33433074907514	q	2.0	other	£09 bill, to the amount of two pounds and upwards, was put into his hands,
1787	nyp.33433074955471	q	0.25	wages	will be about five shillings in the pound to divide amongst them. Alas! alas! our
1788	hvd.hw3q0h	u	0.001	other	than again have recourse to labour. A farthing is easily asked and refused, but twenty
1789	mdp.39015078549683	q	300.0	other	which produced at London near three hundred pounds sterling. Soon after my return, my good
1790	mdp.39015078549337	e	0.0	nonmonetary	to defend myself to the last gasp $ not forgetting forgetting seriously to recommend myself
1791	mdp.39015033367643	e	0.0	nonmonetary	was ashamed that SCH00 L FOR W\D0W^. $49 that I should Have Had alt the
1792	nyp.33433082297106	q	1.05	bribe	to her himself, and offered her a guinea, if she would old her tongue, and
1793	nyp.33433074911797	u	0.001	extortion	he squeezes them to the very last farthing : he would suck the very marrow
1794	nyp.33433082227533	e	0.0	nonmonetary	work : 'tis enough to say here, 3s he could not have the honour of
1795	uc2.ark:/13960/t0tq5sd9m	q	100000.0	other	to two hundred and thirty thousand Prussian florins. I now hailened to Vienna j had
1796	nyp.33433076093701	q	0.525	loan	entreated me to lend her half a guinea, for which she said she had the
1797	mdp.39015023070538	q	0.25	price	or breast ploughing, is generally about five shillings per acre. Was a good horse plough
1798	nnc1.0037104144	q	100000.0	inheritance	he will die worth one hundred thousand pounds; and if he does, is be any
1799	mdp.39015078549204	e	0.0	nonmonetary	rolls being each of above one hundred pounds weight, were well cured and laid by,
1800	uc2.ark:/13960/t7sn02x48	q	10000.0	other	ten thousand pounds will hardly" "Ten thousand pounds! By jingo, that is a slice out
1801	nnc1.0022839976	u	0.05	other	business, though he was not worth a shilling of his own, such is the power
1802	hvd.hw2nx9	q	100.0	bribe	of excellent land, having given an hundred pounds for my predecessor's goodwill. Nothing could exceed
1803	dul1.ark:/13960/t3708t937	q	500.0	rent	inherited an estate of about five hundred pounds a year; he married, for love, a
