,	5503
to	2368
her	1863
and	1837
.	1742
the	1659
i	1348
of	1321
she	1177
was	1133
:	1009
that	991
you	954
he	948
a	819
it	718
;	714
in	697
not	695
his	694
be	582
had	580
for	564
'	564
him	504
as	481
me	453
my	450
with	442
have	413
would	400
lord	383
but	383
—	349
at	344
|'s|	335
this	331
on	330
by	314
from	301
constance	301
mr	282
could	282
which	270
will	262
lady	256
